function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_nmap,rate_function_nmap,success_rate_function_nmap,cpu_usage_function_nmap,ram_usage_function_nmap,power_usage_function_nmap,replica_nmap,overloaded_function_nmap,medium_latency_function_nmap,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,power_usage_function_curl,replica_curl,overloaded_function_curl,medium_latency_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
shasum,120,1.000,10.066,11735722.667,nan,1,0,10944937,nmap,60,1.000,208.938,75182080.000,nan,1,0,5907645064,curl,20,1.000,11.090,3998754.133,nan,1,0,396872665,65.667,321.433,4171642880.000,4569892864.000,24.440,26.030,nan,nan,35,0
shasum,120,1.000,9.637,11962124.190,nan,1,0,12964210,nmap,60,1.000,215.795,3805184.000,nan,1,0,6370763575,curl,20,1.000,10.393,4038656.000,nan,1,0,407736351,58.667,303.183,4193234944.000,4526030336.000,24.531,25.858,nan,nan,70,0
shasum,120,1.000,10.807,12195669.333,nan,1,0,13517263,nmap,60,0.999,202.136,417773738.667,nan,1,0,8028943582,curl,40,1.000,22.307,22103893.333,nan,2,0,415595207,66.133,288.467,4145778688.000,4507252224.000,24.330,25.773,nan,nan,70,0
shasum,120,1.000,10.969,3722581.333,nan,2,0,10912673,nmap,60,0.999,220.537,475547648.000,nan,2,0,11726521311,curl,40,1.000,21.164,3500032.000,nan,2,0,400004583,59.867,333.078,4187549696.000,4716123818.667,24.485,26.595,nan,nan,140,0
shasum,120,1.000,10.656,3772416.000,nan,1,0,10447296,nmap,60,0.999,198.735,419649877.333,nan,1,0,8799032951,curl,40,1.000,21.690,3702784.000,nan,1,0,399901092,58.333,321.100,4192151552.000,4596971008.000,24.505,26.116,nan,nan,50,0
shasum,120,1.000,11.886,11551129.600,nan,2,0,11475681,nmap,60,0.999,236.446,3203072.000,nan,2,0,11163092374,curl,60,1.000,35.331,2723840.000,nan,2,0,411422345,58.867,418.840,4188227584.000,4837470208.000,24.495,27.090,nan,nan,145,0
shasum,120,1.000,11.225,12428356.267,nan,2,0,12891952,nmap,60,0.997,226.568,492342613.333,nan,1,0,10859000381,curl,60,1.000,33.254,30389862.400,nan,1,0,410148704,59.867,367.213,4193462272.000,4672573849.600,24.513,26.424,nan,nan,120,0
shasum,120,1.000,11.258,12160484.368,nan,2,0,11118405,nmap,60,0.754,151.838,217494869.333,nan,2,1,17882455989,curl,60,1.000,33.965,3374421.333,nan,2,0,401308661,61.200,303.322,4200599552.000,4453783552.000,24.532,25.549,nan,nan,125,1
shasum,120,1.000,11.309,12079445.333,nan,2,0,11907009,nmap,60,0.819,169.741,328568832.000,nan,2,1,17782594343,curl,80,1.000,43.813,3383296.000,nan,2,0,427201810,60.067,339.578,4195282944.000,4689912832.000,24.509,26.492,nan,nan,120,1
shasum,120,1.000,11.265,12515484.038,nan,2,0,11846356,nmap,60,0.999,194.874,519829422.080,nan,2,0,13964847839,curl,80,1.000,44.205,36553347.657,nan,2,0,426046848,58.000,353.053,4179185664.000,4649925427.200,24.463,26.340,nan,nan,155,0
shasum,120,1.000,11.545,12335513.600,nan,2,0,11907433,nmap,60,0.999,211.108,545005841.067,nan,2,0,13019823604,curl,80,1.000,45.178,38611763.200,nan,2,0,414697824,61.267,374.213,4183781376.000,4700538880.000,24.486,26.554,nan,nan,145,0
shasum,120,1.000,9.427,12170093.714,nan,2,0,10008046,nmap,60,0.551,140.421,303320210.286,nan,2,1,21040647025,curl,100,1.000,46.547,3895808.000,nan,2,0,432383727,60.933,347.067,4142624768.000,4478418944.000,24.315,25.658,nan,nan,135,1
shasum,120,1.000,11.564,12409797.486,nan,2,0,10463993,nmap,60,0.626,128.085,176187392.000,nan,2,1,20508447665,curl,100,1.000,54.390,3503445.333,nan,2,0,435425992,61.600,314.311,4185313280.000,4462174208.000,24.488,25.596,nan,nan,135,1
shasum,120,1.000,11.808,12084865.707,nan,2,0,10968564,nmap,60,0.988,176.116,463786838.309,nan,2,0,15668091910,curl,100,1.000,56.703,44608989.867,nan,2,0,442555816,55.867,354.267,4158818304.000,4607756288.000,24.382,26.177,nan,nan,195,0
shasum,120,1.000,11.933,12141454.222,nan,2,0,9684035,nmap,80,0.713,207.566,287463687.314,nan,3,1,17084283643,curl,0,1.000,0.071,21389312.000,nan,1,0,0,56.333,300.144,4201652224.000,4486602410.667,24.557,25.705,nan,nan,150,1
shasum,120,1.000,11.136,12557890.177,nan,2,0,8026908,nmap,80,0.474,155.832,197196458.667,nan,1,1,20100092708,curl,0,1.000,0.077,19243008.000,nan,1,0,0,58.600,283.505,4173754368.000,4515260123.429,24.448,25.821,nan,nan,165,1
shasum,120,1.000,10.691,3145728.000,nan,2,0,10119173,nmap,80,0.965,274.330,264425472.000,nan,3,0,13802905958,curl,0,1.000,0.070,19111936.000,nan,1,0,0,61.333,362.411,4159426560.000,4751114922.667,24.396,26.764,nan,nan,220,0
shasum,140,1.000,20.595,11914922.667,nan,1,0,5943519,nmap,0,1.000,0.116,42139648.000,nan,1,0,0,curl,0,1.000,0.100,19292160.000,nan,1,0,0,55.533,114.617,4191567872.000,4181122560.000,24.537,24.496,nan,nan,140,0
shasum,140,1.000,19.438,3659605.333,nan,1,0,5927943,nmap,0,1.000,0.076,40857600.000,nan,1,0,0,curl,0,1.000,0.090,19300352.000,nan,1,0,0,62.333,115.400,4186314752.000,4187249152.000,24.520,24.524,nan,nan,30,0
shasum,140,1.000,23.103,3897548.800,nan,1,0,5835763,nmap,0,1.000,0.102,34603008.000,nan,1,0,0,curl,0,1.000,0.099,19186517.333,nan,1,0,0,60.667,114.283,4196544512.000,4195872256.000,24.564,24.561,nan,nan,30,0
shasum,140,1.000,19.025,12749824.000,nan,1,0,5455663,nmap,0,1.000,0.097,34342400.000,nan,1,0,0,curl,20,1.000,16.170,24516437.333,nan,1,0,385353766,62.067,138.000,4200396800.000,4194393088.000,24.580,24.556,nan,nan,25,0
shasum,140,1.000,18.770,3878912.000,nan,1,0,5603619,nmap,0,1.000,0.090,34501973.333,nan,1,0,0,curl,20,1.000,15.101,25071616.000,nan,1,0,385668166,56.200,128.950,4188819456.000,4195013120.000,24.533,24.557,nan,nan,75,0
shasum,140,1.000,18.882,12325034.667,nan,1,0,5301912,nmap,0,1.000,0.084,34462378.667,nan,1,0,0,curl,20,1.000,16.673,23005866.667,nan,1,0,383270488,58.000,122.667,4200493056.000,4193464320.000,24.581,24.553,nan,nan,165,0
shasum,140,1.000,15.753,12594176.000,nan,1,0,5258510,nmap,0,1.000,0.099,34359978.667,nan,1,0,0,curl,40,1.000,27.038,3706880.000,nan,1,0,379566200,56.867,143.783,4191227904.000,4196508160.000,24.545,24.566,nan,nan,70,0
shasum,140,1.000,17.569,11953152.000,nan,1,0,5278876,nmap,0,1.000,0.097,34246656.000,nan,1,0,0,curl,40,1.000,30.069,29581653.333,nan,1,0,382676792,59.067,135.417,4198854656.000,4199138816.000,24.578,24.579,nan,nan,210,0
shasum,140,1.000,16.679,12687701.333,nan,1,0,5137628,nmap,0,1.000,0.084,34246656.000,nan,1,0,0,curl,40,1.000,29.035,3744768.000,nan,1,0,384468208,65.933,150.533,4201627648.000,4213987840.000,24.598,24.646,nan,nan,25,0
shasum,140,1.000,15.367,12642430.781,nan,1,0,5157831,nmap,0,1.000,0.092,33951744.000,nan,1,0,0,curl,60,1.000,37.071,32584460.190,nan,1,0,380786260,56.133,149.917,4198836224.000,4182634496.000,24.581,24.516,nan,nan,165,0
shasum,140,1.000,15.120,11733845.333,nan,1,0,5708439,nmap,0,1.000,0.090,34062506.667,nan,1,0,0,curl,60,1.000,40.716,32507562.667,nan,1,0,379943482,60.267,161.117,4189614080.000,4175652864.000,24.545,24.490,nan,nan,175,0
shasum,140,1.000,14.296,12736048.762,nan,1,0,5077237,nmap,0,1.000,0.076,33906688.000,nan,1,0,0,curl,60,1.000,35.607,3689472.000,nan,1,0,379217486,66.667,154.950,4202668032.000,4203375616.000,24.602,24.604,nan,nan,60,0
shasum,140,1.000,15.231,12606122.667,nan,1,0,5415355,nmap,0,1.000,0.077,33849344.000,nan,1,0,0,curl,80,1.000,50.690,38162261.333,nan,1,0,384407537,55.867,157.600,4195905536.000,4205454848.000,24.540,24.578,nan,nan,75,0
shasum,140,1.000,13.324,12184405.333,nan,1,0,5342436,nmap,0,1.000,0.085,33742848.000,nan,1,0,0,curl,80,1.000,45.142,38508885.333,nan,1,0,381911033,56.533,166.833,4196096000.000,4213243904.000,24.542,24.611,nan,nan,160,0
shasum,140,1.000,14.252,12697039.238,nan,1,0,5006872,nmap,0,1.000,0.095,33742848.000,nan,1,0,0,curl,80,1.000,51.404,37747712.000,nan,1,0,374153715,59.133,156.183,4193390592.000,4205782528.000,24.534,24.583,nan,nan,75,0
shasum,140,1.000,13.646,11686912.000,nan,1,0,5626653,nmap,0,1.000,0.076,33660928.000,nan,1,0,0,curl,100,1.000,56.894,40139605.333,nan,1,0,380051237,56.533,185.183,4160448512.000,4157868544.000,24.405,24.394,nan,nan,250,0
shasum,140,1.000,15.514,3547221.333,nan,1,0,5904884,nmap,0,1.000,0.084,33692330.667,nan,1,0,0,curl,100,1.000,61.345,3837166.933,nan,1,0,386951507,64.600,186.583,4185184256.000,4212249088.000,24.511,24.618,nan,nan,30,0
shasum,140,1.000,13.770,12388181.333,nan,1,0,7097997,nmap,0,1.000,0.086,33318400.000,nan,1,0,0,curl,100,1.000,57.144,41731413.333,nan,1,0,385715490,57.133,186.033,4158545920.000,4177404416.000,24.399,24.474,nan,nan,235,0
shasum,140,1.000,13.380,11589802.667,nan,1,0,5676392,nmap,0,1.000,0.076,33202176.000,nan,1,0,0,curl,120,1.000,67.765,44799863.467,nan,1,0,378672936,58.867,185.917,4191692800.000,4200793088.000,24.533,24.570,nan,nan,255,0
shasum,140,1.000,14.268,13131605.333,nan,1,0,6324342,nmap,0,1.000,0.093,33169408.000,nan,1,0,0,curl,120,1.000,71.278,3568896.000,nan,1,0,386441879,64.800,212.667,4181506048.000,4223197184.000,24.502,24.667,nan,nan,25,0
shasum,140,1.000,12.145,11529020.952,nan,1,0,5568446,nmap,0,1.000,0.073,32750474.971,nan,1,0,0,curl,120,1.000,65.226,42900977.371,nan,1,0,379617249,59.133,188.150,4175517696.000,4175251968.000,24.473,24.472,nan,nan,255,0
shasum,140,1.000,12.003,12187818.667,nan,1,0,6673670,nmap,0,1.000,0.086,32427008.000,nan,1,0,0,curl,140,1.000,71.203,50239658.667,nan,1,0,383751624,54.800,202.833,4201240576.000,4231587840.000,24.577,24.698,nan,nan,235,0
shasum,140,1.000,13.855,11859626.667,nan,1,0,5681502,nmap,0,1.000,0.074,32452608.000,nan,1,0,0,curl,140,1.000,81.024,52681728.000,nan,1,0,383541202,53.400,192.717,4179326976.000,4197224960.000,24.493,24.564,nan,nan,195,0
shasum,140,1.000,12.818,12950357.333,nan,1,0,6105837,nmap,0,1.000,0.077,32452608.000,nan,1,0,0,curl,140,1.000,75.945,52992682.667,nan,1,0,384629633,56.333,210.650,4202713088.000,4223066624.000,24.586,24.667,nan,nan,85,0
shasum,140,1.000,13.747,11453713.067,nan,1,0,6245753,nmap,0,1.000,0.085,32369322.667,nan,1,0,0,curl,160,1.000,85.706,57367893.333,nan,1,0,387325850,53.867,207.600,4166279168.000,4196761088.000,24.444,24.565,nan,nan,270,0
shasum,140,1.000,12.426,11940693.333,nan,1,0,6180278,nmap,0,1.000,0.083,32210261.333,nan,1,0,0,curl,160,1.000,82.100,59141973.333,nan,1,0,384385657,57.667,223.750,4200886272.000,4230641152.000,24.583,24.701,nan,nan,145,0
shasum,140,1.000,13.043,12299912.533,nan,1,0,6549338,nmap,0,1.000,0.088,32283209.143,nan,1,0,0,curl,160,1.000,83.517,54890261.943,nan,1,0,387538880,56.200,214.917,4197079040.000,4232151552.000,24.570,24.709,nan,nan,180,0
shasum,140,1.000,11.965,11799381.333,nan,1,0,6827989,nmap,0,1.000,0.089,32217770.667,nan,1,0,0,curl,180,1.000,87.875,63190528.000,nan,1,0,390166096,54.667,231.400,4200052736.000,4231455744.000,24.583,24.708,nan,nan,220,0
shasum,140,1.000,14.026,11607381.333,nan,1,0,7170252,nmap,0,1.000,0.089,32258560.000,nan,1,0,0,curl,180,1.000,100.852,63309141.333,nan,1,0,392179200,58.800,223.800,4172244992.000,4210884096.000,24.473,24.627,nan,nan,300,0
shasum,140,1.000,12.949,11619498.667,nan,1,0,7261807,nmap,0,1.000,0.078,32277504.000,nan,1,0,0,curl,180,1.000,93.573,63484074.667,nan,1,0,392972349,56.933,242.533,4196345856.000,4233876992.000,24.569,24.718,nan,nan,205,0
shasum,140,1.000,14.257,12788053.333,nan,1,0,7894356,nmap,0,1.000,0.080,32251904.000,nan,1,0,0,curl,200,1.000,98.973,65632377.905,nan,1,0,398900439,65.067,243.933,4175706112.000,4199946240.000,24.488,24.585,nan,nan,180,0
shasum,140,1.000,12.848,3973120.000,nan,1,0,8383045,nmap,0,1.000,0.080,32317440.000,nan,1,0,0,curl,200,1.000,104.601,3780608.000,nan,1,0,403226200,56.467,259.417,4202067968.000,4246821888.000,24.594,24.773,nan,nan,70,0
shasum,140,1.000,12.776,11566045.867,nan,1,0,8240011,nmap,0,1.000,0.076,32170666.667,nan,1,0,0,curl,200,1.000,99.203,62709550.324,nan,1,0,403875592,55.667,242.483,4194260992.000,4235712000.000,24.565,24.730,nan,nan,255,0
shasum,140,1.000,16.889,12533930.667,nan,1,0,5701393,nmap,20,1.000,86.575,36939264.000,nan,1,0,103893296,curl,0,1.000,0.079,27176960.000,nan,1,0,0,54.867,185.733,4200286208.000,4197775872.000,24.592,24.583,nan,nan,190,0
shasum,140,1.000,15.899,3940352.000,nan,1,0,5859225,nmap,20,1.000,83.393,38045427.810,nan,1,0,102831480,curl,0,1.000,0.071,26521600.000,nan,1,0,0,63.000,181.150,4195221504.000,4191551488.000,24.574,24.559,nan,nan,75,0
shasum,140,1.000,17.750,12906154.667,nan,1,0,5744671,nmap,20,1.000,86.705,37221888.000,nan,1,0,103266269,curl,0,1.000,0.083,24965120.000,nan,1,0,0,56.133,188.217,4182458368.000,4185870848.000,24.525,24.539,nan,nan,175,0
shasum,140,1.000,14.826,12911786.667,nan,1,0,6128038,nmap,20,1.000,82.723,37106858.667,nan,1,0,113592321,curl,20,1.000,13.438,30091298.133,nan,1,0,380417991,60.267,202.450,4200912896.000,4215304192.000,24.605,24.661,nan,nan,45,0
shasum,140,1.000,16.458,12019541.333,nan,1,0,5755895,nmap,20,1.000,90.402,36349098.667,nan,1,0,107723726,curl,20,1.000,14.732,29814613.333,nan,1,0,380458087,57.000,184.650,4203157504.000,4217581568.000,24.610,24.668,nan,nan,150,0
shasum,140,1.000,14.886,12807509.333,nan,1,0,5714852,nmap,20,1.000,83.349,36196693.333,nan,1,0,104665410,curl,20,1.000,12.831,3342336.000,nan,1,0,383620365,57.467,200.317,4199438336.000,4215225856.000,24.594,24.658,nan,nan,70,0
shasum,140,1.000,15.734,12631893.333,nan,1,0,6151031,nmap,20,1.000,92.228,36366677.333,nan,1,0,113162785,curl,40,1.000,27.086,33943210.667,nan,1,0,382140648,58.200,202.183,4196231168.000,4183703040.000,24.583,24.534,nan,nan,210,0
shasum,140,1.000,14.618,12781909.333,nan,1,0,6065517,nmap,20,1.000,86.320,3862528.000,nan,1,0,111881372,curl,40,1.000,24.720,3813376.000,nan,1,0,380049012,55.067,216.557,4194373632.000,4201254912.000,24.578,24.607,nan,nan,70,0
shasum,140,1.000,13.452,12943823.238,nan,1,0,5788438,nmap,20,1.000,77.712,35394048.000,nan,1,0,108663361,curl,40,1.000,23.921,3956736.000,nan,1,0,380090254,63.133,205.200,4197027840.000,4203186688.000,24.558,24.583,nan,nan,75,0
shasum,140,1.000,12.971,12895914.667,nan,1,0,6288534,nmap,20,1.000,82.269,35916288.000,nan,1,0,116139595,curl,60,1.000,33.647,37945002.667,nan,1,0,380978999,60.067,227.700,4196104192.000,4181700096.000,24.557,24.500,nan,nan,205,0
shasum,140,1.000,14.634,11551061.333,nan,1,0,6670671,nmap,20,1.000,93.674,36046848.000,nan,1,0,125300055,curl,60,1.000,37.678,37673301.333,nan,1,0,382401332,56.867,217.200,4175990784.000,4166772736.000,24.480,24.444,nan,nan,240,0
shasum,140,1.000,14.776,12836522.667,nan,1,0,6964833,nmap,20,1.000,92.175,37251754.667,nan,1,0,128409744,curl,60,1.000,36.686,3799552.000,nan,1,0,383613820,66.733,247.833,4201777152.000,4217951744.000,24.594,24.658,nan,nan,25,0
shasum,140,1.000,12.578,11848021.333,nan,1,0,7268435,nmap,20,1.000,76.727,36630289.067,nan,1,0,134588074,curl,80,1.000,42.675,42961408.000,nan,1,0,386471778,59.333,238.200,4193392640.000,4187083264.000,24.552,24.527,nan,nan,180,0
shasum,140,1.000,13.262,12651349.333,nan,1,0,7569035,nmap,20,1.000,84.805,37371562.667,nan,1,0,147225510,curl,80,1.000,44.196,43111765.333,nan,1,0,388428678,59.267,250.683,4187318272.000,4182081536.000,24.530,24.510,nan,nan,235,0
shasum,140,1.000,14.167,12254549.333,nan,1,0,7142853,nmap,20,1.000,93.007,38156629.333,nan,1,0,133949113,curl,80,1.000,48.035,43218773.333,nan,1,0,384297985,58.867,228.117,4174837760.000,4177062912.000,24.481,24.491,nan,nan,165,0
shasum,140,1.000,13.194,11791018.667,nan,1,0,8730285,nmap,20,1.000,88.537,36412586.667,nan,1,0,168404678,curl,100,1.000,54.924,46951253.333,nan,1,0,392460898,56.933,268.267,4198445056.000,4203941376.000,24.577,24.599,nan,nan,250,0
shasum,140,1.000,13.488,11778901.333,nan,1,0,7529210,nmap,20,1.000,92.679,37867861.333,nan,1,0,149956524,curl,100,1.000,57.109,46671018.667,nan,1,0,386581977,58.333,238.200,4178325504.000,4200547328.000,24.500,24.589,nan,nan,180,0
shasum,140,1.000,12.347,12521984.000,nan,1,0,7883479,nmap,20,1.000,85.264,38051498.667,nan,1,0,154942691,curl,100,1.000,52.370,46794922.667,nan,1,0,390531247,59.200,259.619,4160937984.000,4182895616.000,24.434,24.523,nan,nan,235,0
shasum,140,1.000,13.329,12013056.000,nan,1,0,8967518,nmap,20,1.000,96.683,36814336.000,nan,1,0,178716085,curl,120,1.000,68.552,53981013.333,nan,1,0,399132639,57.000,255.367,4192372736.000,4218464256.000,24.562,24.666,nan,nan,150,0
shasum,140,1.000,13.283,3505749.333,nan,1,0,9196217,nmap,20,1.000,94.909,39899989.333,nan,1,0,192974465,curl,120,1.000,66.200,4011861.333,nan,1,0,407319737,65.400,293.700,4192102400.000,4234683904.000,24.575,24.742,nan,nan,25,0
shasum,140,1.000,12.163,12222976.000,nan,1,0,9306740,nmap,20,1.000,87.519,38104200.533,nan,1,0,185585084,curl,120,1.000,60.113,49753258.667,nan,1,0,401834113,60.533,273.750,4181508096.000,4180931072.000,24.524,24.522,nan,nan,135,0
shasum,140,1.000,13.744,13187413.333,nan,1,0,10766213,nmap,20,1.000,98.589,39629994.667,nan,1,0,263793203,curl,140,1.000,79.077,58519552.000,nan,1,0,435221787,59.667,275.283,4171335680.000,4206925824.000,24.486,24.627,nan,nan,75,0
shasum,140,1.000,12.707,12834133.333,nan,1,0,9956506,nmap,20,1.000,92.962,39642624.000,nan,1,0,213953577,curl,140,1.000,74.445,4116480.000,nan,1,0,418088637,61.267,300.833,4195125248.000,4227344896.000,24.581,24.710,nan,nan,70,0
shasum,140,1.000,13.037,12299678.476,nan,1,0,10562555,nmap,20,1.000,90.515,39022762.667,nan,1,0,237456176,curl,140,1.000,71.071,61046101.333,nan,1,0,421189418,57.533,283.267,4192446464.000,4221458432.000,24.572,24.688,nan,nan,165,0
shasum,140,1.000,13.054,12934826.667,nan,1,0,10360491,nmap,20,1.000,97.393,40696490.667,nan,1,0,247275035,curl,160,1.000,85.432,60738218.667,nan,1,0,448259046,61.200,279.467,4199319552.000,4244438528.000,24.604,24.782,nan,nan,90,0
shasum,140,1.000,12.302,12241237.333,nan,1,0,11953445,nmap,20,1.000,90.678,45329920.000,nan,1,0,384057860,curl,160,1.000,80.229,66495146.667,nan,1,0,574976520,59.067,307.887,4187793408.000,4210826752.000,24.555,24.648,nan,nan,175,0
shasum,140,1.000,12.751,11905194.667,nan,1,0,12764697,nmap,20,1.000,89.333,45315920.457,nan,1,0,404317032,curl,160,1.000,89.053,76653056.000,nan,1,0,1080067310,61.000,292.900,4152438784.000,4212450816.000,24.416,24.656,nan,nan,150,0
shasum,140,1.000,12.010,12886016.000,nan,1,0,12751446,nmap,20,1.000,90.925,45098666.667,nan,1,0,417109778,curl,180,1.000,81.731,86032384.000,nan,1,0,3046267474,60.733,311.450,4192389120.000,4255412224.000,24.579,24.831,nan,nan,160,0
shasum,140,1.000,11.612,11904000.000,nan,1,0,12641903,nmap,20,1.000,88.719,43854677.333,nan,1,0,376944164,curl,180,1.000,78.508,90807296.000,nan,1,0,2595410598,58.267,306.483,4166627328.000,4241413120.000,24.486,24.784,nan,nan,250,0
shasum,140,1.000,12.186,12841472.000,nan,1,0,12346315,nmap,20,1.000,93.102,47599957.333,nan,1,0,459223733,curl,180,0.999,80.158,93009066.667,nan,1,0,3665316853,57.400,309.570,4191967232.000,4254849024.000,24.587,24.837,nan,nan,190,0
shasum,140,1.000,13.236,12536354.133,nan,2,0,12270912,nmap,20,1.000,101.306,50058854.400,nan,2,0,463478257,curl,200,0.999,78.351,83002572.800,nan,2,0,9439354367,60.533,356.360,4183357440.000,4272803430.400,24.506,24.867,nan,nan,205,0
shasum,140,1.000,13.649,12060103.111,nan,2,0,9842127,nmap,20,1.000,94.870,44510890.667,nan,2,0,364889876,curl,200,0.762,56.163,77807502.222,nan,1,1,16759327830,59.400,287.478,4185690112.000,4295205546.667,24.534,24.972,nan,nan,265,1
shasum,140,1.000,13.135,11680597.333,nan,1,0,13896489,nmap,20,1.000,100.426,46011221.333,nan,1,0,427540784,curl,200,0.999,79.031,69288106.667,nan,1,0,5938702469,58.533,282.350,4083009536.000,4211700224.000,24.116,24.633,nan,nan,260,0
shasum,140,1.000,13.641,11754837.333,nan,1,0,7442943,nmap,40,1.000,165.528,40429056.000,nan,1,0,117852751,curl,0,1.000,0.143,44056064.000,nan,1,0,0,59.067,257.233,4158779392.000,4149034496.000,24.437,24.399,nan,nan,260,0
shasum,140,1.000,13.478,12875366.400,nan,1,0,7362966,nmap,40,1.000,178.372,3766237.867,nan,1,0,120146078,curl,0,1.000,0.075,42240409.600,nan,1,0,0,63.467,249.000,4178530304.000,4193057280.000,24.521,24.579,nan,nan,30,0
shasum,140,1.000,13.749,12014421.333,nan,1,0,7014797,nmap,40,1.000,165.285,38723925.333,nan,1,0,108459152,curl,0,1.000,0.080,42685952.000,nan,1,0,0,56.667,254.200,4170188800.000,4172876800.000,24.484,24.496,nan,nan,205,0
shasum,140,1.000,12.415,12830208.000,nan,1,0,7534396,nmap,40,1.000,169.668,41449106.286,nan,1,0,125175884,curl,20,1.000,11.077,47170013.867,nan,1,0,383444157,57.600,258.517,4197314560.000,4212095488.000,24.592,24.652,nan,nan,150,0
shasum,140,1.000,12.322,11616085.333,nan,1,0,7668954,nmap,40,1.000,166.605,40157013.333,nan,1,0,126539954,curl,20,1.000,11.470,43343872.000,nan,1,0,391454609,63.000,272.583,4175616000.000,4169666048.000,24.509,24.486,nan,nan,265,0
shasum,140,1.000,14.048,12742485.333,nan,1,0,7961632,nmap,40,1.000,188.455,38509397.333,nan,1,0,131448714,curl,20,1.000,12.506,43796821.333,nan,1,0,383714337,59.667,257.033,4171862016.000,4169306624.000,24.495,24.486,nan,nan,210,0
shasum,140,1.000,12.222,11670357.333,nan,1,0,9176797,nmap,40,1.000,178.051,41193437.867,nan,1,0,180856495,curl,40,1.000,21.850,48053930.667,nan,1,0,391625791,60.733,290.283,4167450624.000,4173056512.000,24.481,24.504,nan,nan,310,0
