function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_nmap,rate_function_nmap,success_rate_function_nmap,cpu_usage_function_nmap,ram_usage_function_nmap,power_usage_function_nmap,replica_nmap,overloaded_function_nmap,medium_latency_function_nmap,function_env,rate_function_env,success_rate_function_env,cpu_usage_function_env,ram_usage_function_env,power_usage_function_env,replica_env,overloaded_function_env,medium_latency_function_env,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
shasum,0,1.000,0.102,5775701.333,nan,1,0,0,nmap,0,1.000,0.107,5876224.000,nan,1,0,0,env,160,1.000,24.145,10768042.667,nan,2,0,5349651,60.600,121.367,5710219264.000,5705999360.000,26.738,26.720,nan,nan,30,0
shasum,0,1.000,0.111,5814613.333,nan,1,0,0,nmap,0,1.000,0.106,5960021.333,nan,1,0,0,env,160,1.000,23.579,10814293.333,nan,2,0,5374018,61.467,118.700,5769117696.000,5774020608.000,26.972,26.990,nan,nan,30,0
shasum,0,1.000,0.084,5825058.133,nan,1,0,0,nmap,0,1.000,0.096,6000366.933,nan,1,0,0,env,180,1.000,26.322,3687697.067,nan,1,0,5122796,61.467,127.900,5823784960.000,5820999168.000,27.189,27.177,nan,nan,25,0
shasum,0,1.000,0.099,5827072.000,nan,1,0,0,nmap,0,1.000,0.103,5923840.000,nan,1,0,0,env,180,1.000,25.467,11106816.000,nan,2,0,5112412,61.867,125.267,5836525568.000,5829011968.000,27.240,27.209,nan,nan,30,0
shasum,0,1.000,0.098,5799424.000,nan,1,0,0,nmap,0,1.000,0.092,5918720.000,nan,1,0,0,env,180,1.000,24.336,11189077.333,nan,2,0,5048625,60.467,121.200,5828845568.000,5825772032.000,27.210,27.196,nan,nan,30,0
shasum,0,1.000,0.100,5836049.067,nan,1,0,0,nmap,0,1.000,0.096,5929569.524,nan,1,0,0,env,200,1.000,23.904,11048106.667,nan,2,0,4848645,62.267,121.133,5809348608.000,5794683392.000,27.133,27.074,nan,nan,30,0
shasum,0,1.000,0.086,5793060.571,nan,1,0,0,nmap,0,1.000,0.092,5924864.000,nan,1,0,0,env,200,1.000,27.768,11047253.333,nan,1,0,4908077,61.533,130.000,5799620608.000,5802475520.000,27.095,27.107,nan,nan,25,0
shasum,0,1.000,0.095,5884928.000,nan,1,0,0,nmap,0,1.000,0.110,6013610.667,nan,1,0,0,env,200,1.000,26.821,11148288.000,nan,2,0,4908838,61.867,127.700,5816485888.000,5810516992.000,27.162,27.137,nan,nan,30,0
shasum,0,1.000,0.101,5986986.667,nan,1,0,0,nmap,20,1.000,82.996,13932373.333,nan,2,0,93375727,env,0,1.000,0.139,10973184.000,nan,1,0,0,60.933,140.300,5811466240.000,5812320256.000,27.144,27.150,nan,nan,30,0
shasum,0,1.000,0.102,5948074.667,nan,1,0,0,nmap,20,1.000,89.210,18479128.381,nan,1,0,95156391,env,0,1.000,0.096,10973184.000,nan,1,0,0,62.400,147.617,5834354688.000,5834389504.000,27.247,27.245,nan,nan,25,0
shasum,0,1.000,0.105,5784576.000,nan,1,0,0,nmap,20,1.000,89.320,17917610.667,nan,1,0,97935633,env,0,1.000,0.095,8945664.000,nan,1,0,0,60.800,147.750,5827942400.000,5828210688.000,27.220,27.219,nan,nan,30,0
shasum,0,1.000,0.100,5854208.000,nan,1,0,0,nmap,20,1.000,83.621,19477162.667,nan,2,0,96525402,env,20,1.000,3.293,9677312.000,nan,2,0,7158811,58.667,145.433,5842333696.000,5828486656.000,27.271,27.215,nan,nan,30,0
shasum,0,1.000,0.091,5929096.533,nan,1,0,0,nmap,20,1.000,80.564,18585292.800,nan,1,0,101076185,env,20,1.000,3.194,11141276.038,nan,1,0,7020599,62.067,162.250,5790060544.000,5785498624.000,27.068,27.048,nan,nan,25,0
shasum,0,1.000,0.098,5933397.333,nan,1,0,0,nmap,20,1.000,90.057,19926016.000,nan,1,0,98865570,env,20,1.000,3.833,11008000.000,nan,1,0,7548943,64.000,157.200,5733892096.000,5735823872.000,26.848,26.855,nan,nan,30,0
shasum,0,1.000,0.090,5901312.000,nan,1,0,0,nmap,20,1.000,85.510,19474432.000,nan,2,0,100604580,env,40,1.000,6.726,10977621.333,nan,2,0,6535128,62.333,159.517,5760190464.000,5751035392.000,26.953,26.914,nan,nan,30,0
shasum,0,1.000,0.094,5923840.000,nan,1,0,0,nmap,20,1.000,81.654,19603626.667,nan,2,0,100359801,env,40,1.000,6.489,11016362.667,nan,2,0,6740752,65.867,156.300,5776449536.000,5771813888.000,27.018,26.997,nan,nan,30,0
shasum,0,1.000,0.093,5956608.000,nan,1,0,0,nmap,20,1.000,87.785,19149858.133,nan,1,0,97992808,env,40,1.000,7.400,11081191.619,nan,1,0,6785238,61.933,166.450,5776148480.000,5773817856.000,27.017,27.005,nan,nan,25,0
shasum,0,1.000,0.096,5951146.667,nan,1,0,0,nmap,20,1.000,89.690,18520917.333,nan,1,0,97806692,env,60,1.000,9.896,11151189.333,nan,2,0,6255947,62.800,169.433,5779673088.000,5777803776.000,27.030,27.020,nan,nan,30,0
shasum,0,1.000,0.080,5801301.333,nan,1,0,0,nmap,20,1.000,85.471,19254647.467,nan,2,0,99183994,env,60,1.000,9.293,10925056.000,nan,2,0,6324895,62.200,162.100,5801267200.000,5793276416.000,27.114,27.080,nan,nan,30,0
shasum,0,1.000,0.098,5878784.000,nan,1,0,0,nmap,20,1.000,89.166,19451392.000,nan,1,0,97344020,env,60,1.000,9.971,10908589.105,nan,1,0,6282615,63.733,173.333,5805533184.000,5791287296.000,27.132,27.073,nan,nan,25,0
shasum,0,1.000,0.096,5961045.333,nan,1,0,0,nmap,20,1.000,87.453,4147882.667,nan,2,0,100979565,env,80,1.000,12.092,11126784.000,nan,1,0,5966365,62.867,174.717,5778300928.000,5768574976.000,27.025,26.984,nan,nan,30,0
shasum,0,1.000,0.105,6009173.333,nan,1,0,0,nmap,20,1.000,83.661,18200405.333,nan,2,0,103684654,env,80,1.000,11.246,11006293.333,nan,2,0,6066451,65.333,170.133,5775183872.000,5736963584.000,27.014,26.860,nan,nan,30,0
shasum,0,1.000,0.086,5926912.000,nan,1,0,0,nmap,20,1.000,83.617,18913489.676,nan,1,0,98112257,env,80,1.000,11.819,11052007.619,nan,1,0,6035621,64.600,183.100,5704011776.000,5702731776.000,26.732,26.725,nan,nan,25,0
shasum,0,1.000,0.092,5934421.333,nan,1,0,0,nmap,20,1.000,88.858,3671552.000,nan,1,0,102736936,env,100,1.000,14.500,11056810.667,nan,1,0,5613639,63.067,179.800,5762764800.000,5775338496.000,26.967,27.014,nan,nan,30,0
shasum,0,1.000,0.081,5967872.000,nan,1,0,0,nmap,20,1.000,83.641,19631786.667,nan,2,0,99286221,env,100,1.000,13.629,11049130.667,nan,2,0,5504541,62.667,175.133,5822787584.000,5815565312.000,27.204,27.174,nan,nan,30,0
shasum,0,1.000,0.092,5972650.667,nan,1,0,0,nmap,20,1.000,79.924,20110506.667,nan,2,0,100169465,env,100,1.000,13.367,11159790.933,nan,2,0,5652049,63.933,170.800,5825630208.000,5820020736.000,27.217,27.193,nan,nan,30,0
shasum,0,1.000,0.085,6000469.333,nan,1,0,0,nmap,20,1.000,78.122,20061696.000,nan,1,0,99522650,env,120,1.000,15.881,11058512.457,nan,1,0,5282807,63.867,187.183,5797265408.000,5790234624.000,27.109,27.078,nan,nan,25,0
shasum,0,1.000,0.091,5995520.000,nan,1,0,0,nmap,20,1.000,88.288,19084800.000,nan,1,0,99968982,env,120,1.000,16.324,3636565.333,nan,2,0,5303881,62.733,181.500,5801295872.000,5796414976.000,27.124,27.103,nan,nan,30,0
shasum,0,1.000,0.087,5892096.000,nan,1,0,0,nmap,20,1.000,84.024,3505322.667,nan,2,0,105754906,env,120,1.000,15.087,11011072.000,nan,2,0,5358146,62.467,175.150,5751592960.000,5756546048.000,26.928,26.945,nan,nan,30,0
shasum,0,1.000,0.088,5922816.000,nan,1,0,0,nmap,20,1.000,73.002,19752462.629,nan,1,0,105738740,env,140,1.000,17.995,11039963.429,nan,1,0,5060521,64.267,189.433,5781819392.000,5779520000.000,27.049,27.038,nan,nan,25,0
shasum,0,1.000,0.092,6018048.000,nan,1,0,0,nmap,20,1.000,89.147,20400810.667,nan,1,0,102548014,env,140,1.000,17.111,11083776.000,nan,2,0,5205759,63.667,185.500,5786998784.000,5778748928.000,27.069,27.034,nan,nan,30,0
shasum,0,1.000,0.086,6063957.333,nan,1,0,0,nmap,20,1.000,83.066,20482901.333,nan,2,0,102841638,env,140,1.000,16.692,11163136.000,nan,2,0,5152223,63.867,178.333,5785333760.000,5777911296.000,27.065,27.033,nan,nan,30,0
shasum,0,1.000,0.077,5896192.000,nan,1,0,0,nmap,20,1.000,88.439,20410333.867,nan,1,0,106306079,env,160,1.000,18.766,3850854.400,nan,1,0,5090106,65.467,197.900,5778458624.000,5777794560.000,27.037,27.032,nan,nan,25,0
shasum,0,1.000,0.084,5900288.000,nan,1,0,0,nmap,20,1.000,89.702,3599018.667,nan,1,0,106251154,env,160,1.000,19.769,11205632.000,nan,1,0,5041338,63.467,191.100,5797337088.000,5788320256.000,27.111,27.073,nan,nan,30,0
shasum,0,1.000,0.082,5922816.000,nan,1,0,0,nmap,20,1.000,82.435,4043093.333,nan,2,0,100100848,env,160,1.000,18.037,11211776.000,nan,2,0,4928900,62.600,183.300,5795063808.000,5784197632.000,27.103,27.058,nan,nan,30,0
shasum,0,1.000,0.084,5983914.667,nan,1,0,0,nmap,20,1.000,80.221,20622848.000,nan,2,0,109207991,env,180,1.000,18.501,11193856.000,nan,2,0,5006238,62.533,180.250,5791275008.000,5786392576.000,27.089,27.067,nan,nan,30,0
shasum,0,1.000,0.079,5970261.333,nan,1,0,0,nmap,20,1.000,90.405,3797930.667,nan,1,0,103055724,env,180,1.000,19.632,11316155.733,nan,1,0,4817250,65.067,196.583,5790906368.000,5789530624.000,27.089,27.081,nan,nan,25,0
shasum,0,1.000,0.087,6023680.000,nan,1,0,0,nmap,20,1.000,88.443,20521813.333,nan,1,0,104480719,env,180,1.000,19.911,3693994.667,nan,2,0,5016571,65.067,190.667,5790324736.000,5782359040.000,27.086,27.052,nan,nan,30,0
shasum,0,1.000,0.088,6035114.667,nan,1,0,0,nmap,20,1.000,83.510,4051712.000,nan,2,0,108903545,env,200,1.000,20.112,11311104.000,nan,2,0,4797447,62.600,185.250,5788684288.000,5783417344.000,27.078,27.056,nan,nan,30,0
shasum,0,1.000,0.081,6058559.390,nan,1,0,0,nmap,20,1.000,85.587,19760366.933,nan,2,0,104280084,env,200,1.000,19.071,11286528.000,nan,2,0,4736775,61.800,179.083,5799497728.000,5790696960.000,27.123,27.086,nan,nan,30,0
shasum,0,1.000,0.090,5906432.000,nan,1,0,0,nmap,20,1.000,92.403,20087978.667,nan,1,0,108657603,env,200,1.000,22.056,3794090.667,nan,1,0,4940542,66.267,201.200,5813690368.000,5794007040.000,27.184,27.106,nan,nan,25,0
shasum,0,1.000,0.090,5934762.667,nan,1,0,0,nmap,40,1.000,175.019,4007082.667,nan,2,0,99951334,env,0,1.000,0.121,10819242.667,nan,1,0,0,64.933,221.000,5739339776.000,5736574464.000,26.887,26.874,nan,nan,30,0
shasum,0,1.000,0.081,6074709.333,nan,1,0,0,nmap,40,1.000,163.579,26378922.667,nan,2,0,100350124,env,0,1.000,0.092,10922325.333,nan,1,0,0,63.533,212.883,5723025408.000,5726471680.000,26.820,26.834,nan,nan,30,0
shasum,0,1.000,0.081,6075050.667,nan,1,0,0,nmap,40,1.000,167.356,24058241.219,nan,1,0,97797619,env,0,1.000,0.086,10706944.000,nan,1,0,0,61.000,231.383,5727815680.000,5724028416.000,26.839,26.824,nan,nan,25,0
shasum,0,1.000,0.082,5988352.000,nan,1,0,0,nmap,40,1.000,177.489,25564672.000,nan,2,0,99440713,env,20,1.000,2.896,10913621.333,nan,1,0,7659867,62.533,229.167,5731225600.000,5741476352.000,26.856,26.896,nan,nan,30,0
shasum,0,1.000,0.085,6020608.000,nan,1,0,0,nmap,40,1.000,167.759,24158890.667,nan,2,0,98584726,env,20,1.000,2.628,11260416.000,nan,2,0,7732077,67.933,223.167,5782906880.000,5779834368.000,27.061,27.048,nan,nan,30,0
shasum,0,1.000,0.084,5951488.000,nan,1,0,0,nmap,40,1.000,172.247,25150634.667,nan,2,0,99315706,env,20,1.000,2.102,11168768.000,nan,2,0,7106727,65.533,214.750,5776678912.000,5773459456.000,27.040,27.025,nan,nan,30,0
shasum,0,1.000,0.083,5957632.000,nan,1,0,0,nmap,40,1.000,178.911,26108928.000,nan,1,0,102289129,env,40,1.000,5.218,11222186.667,nan,1,0,6835131,62.133,238.833,5779759104.000,5777955328.000,27.054,27.045,nan,nan,25,0
shasum,0,1.000,0.075,5992448.000,nan,1,0,0,nmap,40,1.000,169.273,24533504.000,nan,2,0,100127531,env,40,1.000,5.198,3860394.667,nan,2,0,8010909,62.200,226.900,5790162944.000,5785632256.000,27.097,27.077,nan,nan,30,0
shasum,0,1.000,0.082,6018389.333,nan,1,0,0,nmap,40,1.000,145.669,23197481.448,nan,2,0,100416736,env,40,1.000,5.074,3660731.733,nan,2,0,7252195,64.600,217.983,5790627840.000,5788612096.000,27.099,27.089,nan,nan,30,0
shasum,0,1.000,0.072,6121472.000,nan,1,0,0,nmap,40,1.000,168.261,23799261.867,nan,1,0,98234471,env,60,1.000,7.222,3811208.533,nan,1,0,6613289,63.000,245.350,5787195392.000,5785562112.000,27.087,27.078,nan,nan,25,0
shasum,0,1.000,0.078,6107136.000,nan,1,0,0,nmap,40,1.000,171.407,3992576.000,nan,1,0,99685826,env,60,1.000,7.579,11122346.667,nan,2,0,6562369,63.133,234.600,5817565184.000,5812864000.000,27.210,27.188,nan,nan,30,0
shasum,0,1.000,0.087,5910528.000,nan,1,0,0,nmap,40,1.000,164.357,23941632.000,nan,2,0,101203531,env,60,1.000,7.065,11195050.667,nan,2,0,6685391,60.667,225.700,5812377600.000,5806476288.000,27.188,27.163,nan,nan,30,0
shasum,0,1.000,0.076,5937152.000,nan,1,0,0,nmap,40,1.000,179.124,24632549.181,nan,1,0,100967600,env,80,1.000,9.801,3869696.000,nan,1,0,6130563,63.533,244.233,5738332160.000,5742036992.000,26.894,26.907,nan,nan,25,0
shasum,0,1.000,0.075,6029653.333,nan,1,0,0,nmap,40,1.000,171.853,3790421.333,nan,1,0,101087285,env,80,1.000,9.282,3809348.267,nan,2,0,6247756,62.867,236.800,5767069696.000,5761787904.000,27.008,26.985,nan,nan,30,0
shasum,0,1.000,0.079,6033408.000,nan,1,0,0,nmap,40,1.000,164.086,3812949.333,nan,2,0,104661302,env,80,1.000,8.839,3473468.952,nan,2,0,6661314,65.800,231.300,5763284992.000,5768667648.000,26.994,27.014,nan,nan,30,0
shasum,0,1.000,0.066,6082560.000,nan,1,0,0,nmap,40,1.000,166.861,24279654.400,nan,1,0,105619087,env,100,1.000,11.513,11173546.667,nan,1,0,6350778,65.200,251.050,5782679552.000,5781472768.000,27.075,27.067,nan,nan,25,0
shasum,0,1.000,0.076,6082560.000,nan,1,0,0,nmap,40,1.000,169.787,25559552.000,nan,2,0,105716849,env,100,1.000,10.862,4126549.333,nan,1,0,6201543,64.333,242.033,5786843136.000,5741242368.000,27.091,27.092,nan,nan,30,0
shasum,0,1.000,0.076,5885952.000,nan,1,0,0,nmap,40,1.000,162.768,25597201.067,nan,2,0,108145469,env,100,1.000,10.310,11206997.333,nan,2,0,6523560,64.600,233.267,5665845248.000,5662053888.000,27.102,27.085,nan,nan,30,0
shasum,0,1.000,0.078,5885952.000,nan,1,0,0,nmap,40,1.000,162.846,25148791.467,nan,1,0,103060734,env,120,1.000,13.492,11198800.457,nan,1,0,6200760,64.533,251.250,5611114496.000,5611975680.000,26.888,26.889,nan,nan,25,0
shasum,0,1.000,0.082,5943466.667,nan,1,0,0,nmap,40,1.000,170.910,25063765.333,nan,1,0,108749816,env,120,1.000,12.571,3921322.667,nan,2,0,6319882,66.067,246.717,5627770880.000,5633757184.000,26.954,26.976,nan,nan,30,0
shasum,0,1.000,0.079,6004736.000,nan,1,0,0,nmap,40,1.000,160.193,25890304.000,nan,2,0,108254528,env,120,1.000,11.907,11277141.333,nan,2,0,6364423,63.867,234.983,5649424384.000,5647088640.000,27.038,27.027,nan,nan,30,0
shasum,0,1.000,0.076,6020437.333,nan,1,0,0,nmap,40,1.000,179.709,26633079.467,nan,1,0,110785633,env,140,1.000,14.360,3354146.133,nan,1,0,6274801,64.133,258.200,5650579456.000,5644366848.000,27.044,27.017,nan,nan,25,0
shasum,0,1.000,0.076,6035114.667,nan,1,0,0,nmap,40,1.000,172.003,3901781.333,nan,2,0,108163511,env,140,1.000,13.549,11027968.000,nan,2,0,6231447,63.400,247.250,5601855488.000,5602608640.000,26.851,26.853,nan,nan,30,0
shasum,0,1.000,0.083,5950122.667,nan,1,0,0,nmap,40,1.000,156.395,24589312.000,nan,2,0,107710037,env,140,1.000,12.377,11208021.333,nan,2,0,6107467,63.933,232.017,5630380032.000,5631531008.000,26.965,26.968,nan,nan,30,0
shasum,0,1.000,0.076,5946982.400,nan,1,0,0,nmap,40,1.000,169.352,24804888.381,nan,1,0,108873465,env,160,1.000,14.948,11144465.067,nan,1,0,6217234,66.000,261.900,5646983168.000,5644276736.000,27.032,27.021,nan,nan,25,0
shasum,0,1.000,0.076,6018218.667,nan,1,0,0,nmap,40,1.000,175.767,26107050.667,nan,1,0,114848145,env,160,1.000,15.289,3705856.000,nan,1,0,6272905,64.800,254.183,5640511488.000,5643266048.000,27.005,27.016,nan,nan,30,0
shasum,0,1.000,0.076,6031701.333,nan,1,0,0,nmap,40,1.000,161.987,24997034.667,nan,2,0,111865140,env,160,1.000,14.819,11245738.667,nan,2,0,6371017,64.800,245.550,5664245760.000,5664688640.000,27.101,27.102,nan,nan,30,0
shasum,0,1.000,0.079,6007296.000,nan,1,0,0,nmap,40,1.000,155.470,25838250.667,nan,2,0,117734818,env,180,1.000,14.653,11172352.000,nan,2,0,6260812,63.200,236.733,5660344320.000,5659286016.000,27.088,27.082,nan,nan,30,0
shasum,0,1.000,0.078,6004906.667,nan,1,0,0,nmap,40,1.000,161.826,24215176.533,nan,1,0,114106574,env,180,1.000,16.461,11136000.000,nan,1,0,6145227,64.733,262.167,5672529920.000,5668258816.000,27.138,27.119,nan,nan,25,0
shasum,0,1.000,0.091,6084437.333,nan,1,0,0,nmap,40,1.000,167.823,25828864.000,nan,1,0,118417359,env,180,1.000,15.880,11186517.333,nan,1,0,6666759,64.133,252.883,5671067648.000,5665103360.000,27.132,27.107,nan,nan,30,0
shasum,0,1.000,0.079,6110208.000,nan,1,0,0,nmap,40,1.000,161.595,26417834.667,nan,2,0,121938835,env,200,1.000,15.990,11306154.667,nan,2,0,6566425,64.267,244.583,5601912832.000,5601124352.000,26.858,26.853,nan,nan,30,0
shasum,0,1.000,0.076,6132906.667,nan,1,0,0,nmap,40,1.000,168.171,3405555.810,nan,1,0,114319462,env,200,1.000,16.712,3616802.133,nan,1,0,6365996,67.333,270.267,5643134976.000,5642207744.000,27.021,27.017,nan,nan,25,0
shasum,0,1.000,0.077,6140586.667,nan,1,0,0,nmap,40,1.000,177.217,26616490.667,nan,1,0,123541512,env,200,1.000,17.615,11290624.000,nan,1,0,6777635,62.867,262.167,5643544576.000,5642578432.000,27.025,27.019,nan,nan,30,0
shasum,0,1.000,0.075,6048426.667,nan,1,0,0,nmap,60,1.000,244.296,31046144.000,nan,2,0,120047355,env,0,1.000,0.110,11788458.667,nan,1,0,0,64.333,281.667,5653780480.000,5653548544.000,27.064,27.063,nan,nan,30,0
shasum,0,1.000,0.079,6061226.667,nan,1,0,0,nmap,60,1.000,228.306,28930389.333,nan,2,0,141345480,env,0,1.000,0.081,11497472.000,nan,1,0,0,62.933,269.417,5642379264.000,5643614208.000,27.019,27.023,nan,nan,30,0
shasum,0,1.000,0.087,6051157.333,nan,1,0,0,nmap,60,1.000,260.798,31844181.333,nan,1,0,156967272,env,0,1.000,0.072,11405994.667,nan,1,0,0,61.200,301.850,5641449472.000,5647706112.000,27.015,27.041,nan,nan,25,0
shasum,0,1.000,0.078,6067200.000,nan,1,0,0,nmap,60,1.000,249.735,33091584.000,nan,2,0,140035629,env,20,1.000,1.949,10561365.333,nan,1,0,9694406,61.400,287.267,5634918400.000,5640038912.000,26.990,27.010,nan,nan,30,0
